ts	qid	tag	query	limit	http	total_hits	n_hits	bales_frags	err
2026-09-14T07:32:03Z	q0399	chain	"Myth of Mrs. O’Leary’s Cow by" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:32:45Z	q0401	chain	"Chicago depicts improvements on Chicago properties" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:32:47Z	q0400	chain	"stages.” He notes, for example, that" "worse, did the commis- sioners deliberately" "home on the night of the fire: “Daniel" "never commented on this in- consistency"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:34:16Z	q0405	chain	"ct stree  On the south" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:21Z	q0406	chain	"1871 12th witness Q. Where do" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:30Z	q0407	chain	"sight. Diagram by Douglas A. Swanson" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:33Z	q0404	chain	"separate tracts of land. These two" "Council of the City of Chicago" "order to enjoy the music. McLaughlin" "the October 20 Tribune is in"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:34:35Z	q0408	chain	"Lit- tle is known of Sullivan" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:39Z	q0410	chain	"the barn. Furthermore, it appears that" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:40Z	q0409	chain	"until it was after eight o’clock" "by Douglas A. Swan- son. 56" "five feet east of where her" "fire, it is possible to graphically"	10	200	1	1	5	
2026-09-14T07:34:46Z	q0411	chain	"Q. You spoke of a party" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:34:47Z	q0412	chain	"White’s house, “I saw a fire in Leary’s barn" "back as much as thirty-seven feet" "Richard F. Bales FOREWORD BY THOMAS" "her son’s horses on her own"	10	200	1	1	5	
2026-09-14T07:34:55Z	q0413	chain	"Sullivan testified, debris from the burned" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:35:10Z	q0414	chain	"2002 by McFarland. LIBRARY OF CONGRESS" "Background imag ™ =A am |" "the O’ Leary barn = 192" "determined, using the Pythagorean Theorem the"	10	200	0	0	0	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:35:18Z	q0415	chain	"later, at about 9:20 P.M. See" "loosened them as quick as I could"	10	200	0	0	0	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:35:28Z	q0416	chain	"be: 108.17 feet= the distance that" "one-half the length of a football" "of the O'Leary property. Indeed, he" "can be calculated as follows: 100"	10	200	0	0	0	
2026-09-14T07:35:34Z	q0418	chain	"was not caused by Mrs. O’Leary’s" "63. 10. Mrs. Sullivan is probably" "from the rear of the future" "to extinguish the blaze. The fire"	10	200	1	1	4	
2026-09-14T07:35:40Z	q0417	chain	"home on the night of the fire: “Daniel" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:35:48Z	q0420	chain	"commenced Sunday night, October 8th? A" "results of the investigation into the" "six, now.’ Q. Do you know anything about the" "possibility seems unlikely. The 1871 Tribune"	10	200	1	1	4	
2026-09-14T07:35:53Z	q0421	chain	"of Chicago contains a diagram of" "the proceedings indicates that Mrs. McLaughlin" "published in the October 20, 1871" "O’LEARY PROPERTIES October 8, 1871 FIGURE"	10	200	1	1	5	
2026-09-14T07:36:00Z	q0422	chain	"Wil- liam Lee claimed that after" "deliberately omit key testimony from their" "consistency. See “How It Originated,” p. 2" "256 Said I, “It is time for me to"	10	200	1	1	4	
2026-09-14T07:36:12Z	q0423	chain	"he had a foot of lice" "A. The door was here. c As I came" "side of the barn, a little" "lived in a home on lot 21"	10	200	1	1	5	
2026-09-14T07:36:22Z	q0424	chain	"feet.! Q. The barn was in the rear" "couldn’t see anything but the fire. Q. Just about" "stop the fire. A. Yes sit. I suppose" "indicate that Mrs. Sullivan originally took"	10	200	1	1	4	
2026-09-14T07:36:33Z	q0425	chain	"was what started the fire.”’ Despite" "ing himself on his sound leg" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:36:45Z	q0419	chain	"was open, allowing for the full" "estate records indicate that Sullivan probably" "the years —Chicago Tribune, November 26" "properties; it also includes the addresses"	10	200	1	1	4	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:36:53Z	q0427	chain	"by Dal- ton’s house. Why Walter" "and as il- lustrated in Figure" "O’Leary property and adjoin- ing parcels" "the barn. Furthermore, it appears that"	10	200	1	1	4	
2026-09-14T07:36:57Z	q0426	chain	"seems equally clear that even if" "loosened them as quick as I could"	10	200	1	1	2	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:37:04Z	q0428	chain	"nine o'clock, walked into the O’Learys’" "it happen? There are a number" "no reason for anyone to believe" "they leave the O’Leary home to"	10	200	1	1	4	
2026-09-14T07:37:05Z	q0429	chain	"cause of the fire. The conclusions" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:10Z	q0431	chain	"either. These questions and answers are" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:12Z	q0430	chain	"all smoke and fire and flames" "loosened them as quick as I could"	10	200	1	1	3	
2026-09-14T07:37:17Z	q0432	chain	"the sidewalk in front of your" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:21Z	q0433	chain	"slipped out from me, and I went down. I" "possibly two stories in height would" "White’s house for as long as" "on was in the front of Leary’s"	10	200	1	1	5	
2026-09-14T07:37:25Z	q0434	chain	"appears that Dalton’s home was at" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:29Z	q0435	chain	"Sullivan’s lo- cation is presumed to" "of lot 18 the middle half-lot" "fire? A. I don't. I didn’t" "south side of DeKoven Street, almost"	10	200	1	1	4	
2026-09-14T07:37:31Z	q0436	chain	"quiry, vol. 4, pp. 130-31. Although" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:35Z	q0437	chain	"bother to ask Mrs. O’Leary if" "Figure 54. When one examines Sullivan’s" "historian is silent as to its" "livan’s view see Appendix B. Finally"	10	200	1	1	4	
2026-09-14T07:37:38Z	q0438	chain	"1, pp. 254- 55. Like Mrs" "loosened them as quick as I could"	10	200	1	1	2	
2026-09-14T07:37:45Z	q0440	chain	"non-existent throughout the area that Sullivan" "Walter Forbes’ House Would Have Blocked" "and sat down in front of a neighbor’s" "Myth of Mrs. O’Leary’s Cow The"	10	200	1	1	5	
2026-09-14T07:38:05Z	q0441	chain	"nine-thirty tocsin.? But in his History" "happened that Sunday evening, one that" "Although O'Leary testified that “Dan Sul"	10	200	1	1	3	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:38:12Z	q0442	chain	"When Did the Fire Start? Daniel" "A man by the name of Regan" "corner. b On this end there was four" "evening, because my mother keeps a"	10	200	1	1	5	
2026-09-14T07:38:19Z	q0439	chain	"claimed that he was not in the O’Leary" "Great Chicago Fire and the Myth" "Bales earned the Illinois State Historical" "White’s house to the en- trance"	10	200	1	1	5	<urlopen error [Errno 104] Connection reset by peer>
2026-09-14T07:38:19Z	q0443	chain	"replied, “Not very rapidly. The next" "these young scoundrels living around the" "went and put water on, was there any building" "only just they were quenching the"	10	200	1	1	5	
2026-09-14T07:38:26Z	q0445	chain	"telling you. I got so much excited" "opinion that someone emptied the ashes" "slipped in the O'Leary barn was"	10	200	1	1	3	
2026-09-14T07:38:28Z	q0444	chain	"Figure 54, total 90 feet. The" "108.17 feet. Therefore, the approximate total" "possible that Sullivan, hampered by his" "that Sullivan would have run through"	10	200	0	0	0	
